timestamp,open,high,low,close,volume,turnover
2020-05-11T00:00:00,8725.0,8801.0,8660.0,8696.0,1940.701,16876335.896
2020-05-11T04:00:00,8696.0,8725.5,8618.5,8660.5,1792.138,15520811.149
2020-05-11T08:00:00,8660.5,8985.5,8480.0,8920.5,9481.997,84584154.2385
2020-05-11T12:00:00,8920.5,9158.5,8765.0,8880.0,15110.048,134177226.24
2020-05-11T16:00:00,8880.0,8924.5,8182.0,8739.5,20505.962,179211854.899
2020-05-11T20:00:00,8739.5,8802.0,8457.5,8559.0,3861.991,33054780.969
2020-05-12T00:00:00,8559.0,8737.0,8531.5,8718.5,1286.867,11219549.9395
2020-05-12T04:00:00,8718.5,8777.0,8617.0,8656.0,1247.901,10801831.056
2020-05-12T08:00:00,8656.0,8830.5,8637.0,8800.0,1860.944,16376307.2
2020-05-12T12:00:00,8800.0,8937.0,8660.5,8870.0,2885.317,25592761.79
2020-05-12T16:00:00,8870.0,8973.0,8773.0,8784.5,2419.978,21258296.741
2020-05-12T20:00:00,8784.5,8849.0,8729.5,8813.0,2780.235,24502211.055
2020-05-13T00:00:00,8813.0,8970.0,8794.5,8908.0,1238.131,11029270.948
2020-05-13T04:00:00,8908.0,8937.0,8860.5,8872.0,476.497,4227481.384
2020-05-13T08:00:00,8872.0,9046.0,8832.0,9033.0,1579.748,14269863.684
2020-05-13T12:00:00,9033.0,9180.0,8993.5,9137.0,2576.226,23538976.962
2020-05-13T16:00:00,9137.0,9165.5,9051.0,9150.5,1657.567,15167566.8335
2020-05-13T20:00:00,9150.5,9400.5,9138.0,9301.5,3751.379,34893451.7685
2020-05-14T00:00:00,9301.5,9383.0,9258.5,9348.0,924.468,8641926.864
2020-05-14T04:00:00,9348.0,9547.5,9262.0,9504.5,3336.724,31713893.258
2020-05-14T08:00:00,9504.5,9940.0,9479.0,9679.0,11440.146,110729173.134
2020-05-14T12:00:00,9679.0,9754.5,9536.5,9747.0,3876.108,37780424.676
2020-05-14T16:00:00,9747.0,9781.0,9580.0,9657.0,2028.988,19593937.116
2020-05-14T20:00:00,9657.0,9873.5,9600.0,9788.0,6082.451,59535030.388
2020-05-15T00:00:00,9788.0,9840.5,9258.5,9474.0,7823.911,74123732.814
2020-05-15T04:00:00,9474.0,9715.0,9371.5,9665.5,2058.021,19891801.9755
2020-05-15T08:00:00,9665.5,9697.5,9478.5,9593.5,1866.274,17904099.619
2020-05-15T12:00:00,9593.5,9612.0,9417.5,9472.5,2548.102,24136896.195
2020-05-15T16:00:00,9472.5,9530.0,9332.0,9340.5,1714.121,16010747.2005
2020-05-15T20:00:00,9340.5,9484.5,9140.5,9315.0,5984.852,55748896.38
2020-05-16T00:00:00,9315.0,9453.5,9220.0,9407.5,2149.412,20220593.39
2020-05-16T04:00:00,9407.5,9583.0,9369.5,9386.5,1609.793,15110321.9945
2020-05-16T08:00:00,9386.5,9453.0,9331.0,9412.5,1449.638,13644717.675
2020-05-16T12:00:00,9412.5,9520.0,9335.0,9385.5,1787.243,16774169.1765
2020-05-16T16:00:00,9385.5,9413.0,9263.5,9331.5,1931.01,18019219.815
2020-05-16T20:00:00,9331.5,9434.5,9297.0,9382.5,1003.874,9418847.805
2020-05-17T00:00:00,9382.5,9574.0,9323.0,9540.0,2114.796,20175153.84
2020-05-17T04:00:00,9540.0,9567.5,9472.5,9541.0,1188.927,11343552.507
2020-05-17T08:00:00,9541.0,9549.5,9456.0,9520.5,1011.177,9626910.6285
2020-05-17T12:00:00,9520.5,9886.0,9520.5,9817.5,4407.235,43268029.6125
2020-05-17T16:00:00,9817.5,9833.0,9704.0,9769.0,1296.187,12662450.803
2020-05-17T20:00:00,9769.0,9790.0,9600.5,9675.0,2065.783,19986450.525
2020-05-18T00:00:00,9675.0,9957.5,9675.0,9857.5,3649.67,35976622.025
2020-05-18T04:00:00,9857.5,9908.0,9732.0,9778.0,2424.581,23707553.018
2020-05-18T08:00:00,9778.0,9788.5,9479.0,9629.0,4202.85,40469242.65
2020-05-18T12:00:00,9629.0,9729.0,9567.5,9667.5,1543.455,14921351.2125
2020-05-18T16:00:00,9667.5,9717.0,9550.5,9698.0,2450.947,23769284.006
2020-05-18T20:00:00,9698.0,9754.0,9651.5,9728.5,1000.528,9733636.648
2020-05-19T00:00:00,9728.5,9738.5,9487.5,9529.5,3502.838,33380294.721
2020-05-19T04:00:00,9529.5,9618.0,9470.0,9569.0,1623.393,15534247.617
