,open,end_time,volume,start_time,close,high,low
3972,12971.43,1603457999999,7728.536,1603454400000,12975.55,12983.45,12940.50
3973,12975.55,1603461599999,9482.226,1603458000000,12956.01,13015.30,12950.00
3974,12956.01,1603465199999,10121.532,1603461600000,12934.92,12966.00,12907.02
3975,12934.92,1603468799999,9661.081,1603465200000,12925.26,12964.20,12900.00
3976,12925.26,1603472399999,37323.513,1603468800000,12793.61,12955.00,12725.04
3977,12793.62,1603475999999,10747.441,1603472400000,12788.34,12834.00,12750.27
3978,12788.34,1603479599999,8208.409,1603476000000,12858.01,12877.60,12788.33
3979,12858.01,1603483199999,6891.562,1603479600000,12918.00,12918.00,12842.19
3980,12917.99,1603486799999,6760.003,1603483200000,12926.98,12944.08,12887.03
3981,12926.85,1603490399999,5815.108,1603486800000,12905.27,12927.98,12870.01
3982,12905.27,1603493999999,4748.516,1603490400000,12934.54,12940.99,12893.24
3983,12934.54,1603497599999,6171.980,1603494000000,12925.82,12975.00,12923.28
3984,12925.82,1603501199999,5230.498,1603497600000,12909.24,12936.00,12871.07
3985,12909.23,1603504799999,5764.411,1603501200000,12967.30,12974.72,12905.24
3986,12967.31,1603508399999,5464.307,1603504800000,12990.13,12992.23,12950.06
